CITATION,INSTRUMENT,Neutral Citation
"['[2021] IECA 54', '[2019] IEHC 814', '[2009] IEHC 277', ', 2019) 94-98', 'Reference  9', '[1982] ECR 3415', '[2005] ECR I-08151', '[2005] ECR I-10513', '[2013] EWHC 2927 (Pat)', '[2019] EWCA Civ 2272', '[2021] IESCDET 92', '[2011] I-12051 (', '[2011] I-12255', '[2018] EWHC 2416 (Pat)', '(Case C-443/12 Actavis Group v Sanofi', '[2013])']","['UNAPPROVED JUDGMENT', 'Directive 2001/83/EC', 'Directive 2001/82', 'European Patent Convention', 'Patents Act 1992', 'Directive 2001/82/EC', 'Directive 469/2009', 'Directive\xa0469/2009', 'SPC Regulation', 'Regulation EC', 'Supplementary Protection Certificate Regulation', 'Supplementary Protection Certificate (SPC 2003/014', 'SPC Regulation  11', 'European Patents Convention', 'Regulation  18', 'Directives 2001/83/EC', '/EC', 'Regulation.']",2022_IESC_11
[],"['European Convention', 'Criminal Procedure Act 1993', 'Prison Rules']",2022_IEHC_121
"['[2010] 3 I.R. 783', '[2018] 2 I.R. 357', '(App.', '[2010] IEHC 212', '[2007] 2 I.R. 421', '[1990] 1 I.R. 165', '(Case C-220/18 PPU)', '[2012] IEHC 179', '[2004] IESC 100']","['Extradition Act', '1965 Act', 'Criminal Law (Sexual Offences) Act', '2017 Act', 'Act of 2017', 'Framework Decision']",2022_IECA_42
"['[2021] IEHC 276', '[1943] 2 All ER 560', '[2015] IESC 73', 'The Application 2', '[2020] IESC 10', '[2017] IEHC 570', '[2013] 1 I.R. 227', '[1985] I.R. 697', '[2015] IESC 10', '[2017] IESC 60', '[2020] IESC 11', '[2020] 1 ILRM 1).', '[2008] 1 I.R. 283']","['International Protection Act', '2015 Act', 'Directive 2005/85/EC', 'Procedures Directive', 'Procedure 6', 'Procedures Directive and Directive 2004/83', 'Qualifications Directive', 'Refugee Act', 'EIA Directive', 'Directive 2004/83', 'Interpretation Act', '1996 Act', 'Act of 2015', 'Illegal Immigrants (Trafficking) Act', 'Directive 2013/32', 'Directive 2011/95']",2022_IESC_4
"['[2015] IECA 276', '[2019] IECA 260']","['Misuse of Drugs Act 1977', '1977 Act']",2022_IECA_43
"['[2004] IESC 38', '[2013] 4 IR 274', '[2020] IEHC 518', '[2007] 1 IR 328', '(Case C-535/03)', '484 US 305', '[1973] 410 US 113', '[2015] IEHC 273', '[2013] 1 ILRM.', '(Case C – 209/96)', '[1987] ECR 5225', '(1988) ECR 169', '(Case C-310/98 & C-406/98)']","['Sea Fisheries and Maritime Jurisdiction Act 2006', 'CJEU’', 'Council Regulation 2020/123', 'Regulation 2019/472', 'Western Waters Regulation', 'TACs for 2020', 'Regulation 2020/123', '2020 Regulation', 'CJEU', 'Western Waters Regulation of 2019', '2019 Regulation']",2022_IEHC_64
"['[2011] IEHC 348', '[2019] IESC 28', '[2005] IESC 89', '[2002] 2 A.C. 1', '[2016] IECA 273', '[2021] IEHC 746']","['9833 P', 'Conveyancing Act', '1881 Act']",2022_IEHC_120
"['[2020] IEHC 369', '[2006] 4 I.R. 88', '[2019] IEHC 187', '[2009] E.C.R. I-9579', '[2013] 2 I.R. 631', '[2012] 4 I.R. 147', '[2017] IEHC 482', '[2006] 3 I.R. 389', '[2004] WJSC-SC 528', '[2020] IEHC 528', '[2004] 1 I.R. 576', '[1964] 1 A.E.R 341', '[1991] 2 A.C. 93', '(2004 WJSC-HC 2704', '[2018] I.R. 250', '[2020] IESC 39', '[2020] IESC 54', ', Case C-234/04, ECLI', '[1971] I.R. 330', '[1995] 3 I.R. 193', '[2005] 2 I.R. 8', '[2018] 2 I.R. 250', '[2013] 1 I.R. 142', '[2020] IESC 11', '[2004] IESC 100', '[2008] IESC 73', '[1984] I.R. 525', '[1982] I.R. 154', '[2012] IESC 16', '[2012] 4 I.R. 1', '(No.2)', '[2018] 3 I.R. 191']","['Council Framework Decision', 'Framework Decision', 'European Arrest Warrant Act 2003', 'Act of 2003', 'Criminal Justice (Terrorist Offences) Act 2005', 'Framework Decision.', 'Extradition Act 1965', 'Local Government (Planning and Development) Act 1976', 'Planning and Development Act 2000', 'Misuse of Drugs Act 1997', 'Act of 1965', 'CJEU.']",2022_IESC_10
"['[2020 No.', '01 WH 216', '[2020] EWCA Crim 1774', '(Case C-270/17 PPU)', '[2009] IESC 48', '(Case C-388/08 PPU', '[2016] IEHC 185', '[2016] IECA 130', '[2008] E.C.R. I-8983', '(Case C-479/21 PPU)']","['European Arrest Warrant Act', 'Act of 2003', 'Harassment Act', 'Harassment Act 1997', 'European Convention', 'ECHR', 'Act of 2003 35', 'European Council Framework Decision', 'Framework Decision', 'Act of 1997', 'Criminal Justice Act', 'Civil Partnership and Certain Rights and Obligations of Cohabitants Act 2010', 'Act of 2010', 'Broadcasting Act 2009', 'Children Act 2001', 'Criminal justice Act', 'Act of 2003 53', '2002 Framework Decision', 'Act of 2003 57']",2022_IEHC_72
"['[2019] IEHC 762', '[2019] IEHC 763', '[2021] IEHC 817', '[2017] IECA 297', '[2021] IEHC 106', '[2018] IEHC 243', '[2016] IEHC 12', '[2020] IEHC 589', '[2017] IESC 61', '[2005] IEHC 150', '[2008] 3 I.R. 476']","['International Protection Act 2015', '2015 Act', 'Qualification Directive', 'Qualification Directive (Directive 2004/83', 'Procedures Directive', 'Act of 2015', 'Concept and Refugee Status EC/SC/68', 'Asylum Procedures Directive', 'Recast Qualification Directive']",2022_IEHC_87
"['[2015]\xa0IECA\xa0155', '[2015]\xa01\xa0I.R.\xa0707', '[2022]\xa0IEHC\xa066', '[2021]\xa0IECA\xa0139']","['Personal Injuries Assessment Board Act 2003', 'Legal Services Regulation Act 2015', 'Greater Dublin Regional Code of Practice for Drainage Works 2006']",2022_IEHC_68
"['[2019] IESC 23', '[2019] 3 IR 617', '[2021] IEHC 254', '[2021] IEHC 422', '[2021] IESCDET 109', '[2021] IESC 79', '[2021] IESC 83', '[2015] IEHC 633', '[2020] EWHC 3566 (Admin)', '[2021] CSIH 53', '[2020] IESC 49', '[2020] EWHC 3566', '[1993] 1 IR 39', '[2014] IEHC 632', '[2020] IEHC 601', '(Case C-142/07,', '281 US 586', '(Case C-258/11,', '[2014] IEHC 400', '[2018] IESC 31', '[2018] 2 ILRM 453', '(Case C-323/17,', '(Case C-461/13,', '(Case C-561/19,']","['2021 Act', 'Environmental Impact Assessment Directive 2011', 'EIA Directive', 'Directive 2014/52', 'Habitats Directive', 'Planning and Development Act 2000', 'Planning and Development Regulations 2001', 'Water Framework Directive (Directive 2000/60', 'Environmental Impact Assessment Directive (Directive 2011/92', 'Habitats Directive (Directive 92/43/EEC', 'Water Framework Directive', 'Surface Water Regulations', 'Water Frameworks Directive', 'Surface Water Regulations S.I.272', 'Natura 2000', 'Water Framework Directive (Directive 2006/60', 'Directive 2011/92', '2014 Directive', 'Directive 92/43/EEC', 'Directive 2009/147', 'National Farm Survey 2017', 'Irish Waters 2018', 'EIAR)', 'Food Wise 2025', '2000 Act', 'Habitats Directive (Directive 92/43', 'Habitats and Birds Directive', 'Directive 2000/60', 'Surface Water Regulations 2009', 'Environment (Miscellaneous Provisions) Act 2011']",2022_IESC_8
"['1987 WJSC-HC 592', '[2005] IESC 80', '[2016] IECA 235', '[2015] IECA 27', '[2013] IESC 6', '[2002] IESC 53', '[2002] 2 IR 593', '[2012] IEHC 391', '[2011] IEHC 380', '[2007] IEHC 30', '[2007] IESC 60']","['Credit Institutions (Stabilisation) Act 2010', 'Act of 2010', 'Council Directive 77/91/EEC', '2011 Direction', '2011 239MCA', '2013 2708P/2709P', 'Council Regulation']",2022_IECA_22
"['[2021 No.', '[2021] IEHC 506', '[2016] IESC 17', '[2020] IESC 12', '[2021] IESC 27', '[2022] IESC 6']","['European Arrest Warrant Act', 'Act of 2003', 'Framework Decision', 'European Convention', 'Criminal Justice (Theft and Fraud Offences) Act', 'Criminal Damage Act', 'Theft and Fraud Offences Act 2001', 'Person Act 1997', '2003 Act', 'European Arrest Warrant Act 2003', 'Act of 2003?', 'Convention', 'European Council Framework Decision 2009/299/JHA']",2022_IEHC_287
"['2021\xa0No.', '[2012]\xa0IESC\xa049', '[2012]\xa03\xa0I.R.\xa0152', '[2020]\xa0IESC\xa042', '[2022] IEHC 11', '[2013]\xa0IESC\xa037', '[2013]\xa04\xa0I.R.\xa0576', '[2019]\xa0IEHC\xa0555', '21\xa0May 2021', '[2019] IESC 65']","['Habitats Directive 92/43/EC', 'Birds and Natural Habitats Regulations 2011', 'Environmental Impact Assessment Directive 2011/92', 'EIA Directive', 'Local Government Act 2001', 'Planning and Development Act 2000', 'Planning and Development Regulations 2001', 'Habitats Directive', 'Local Authorities (Works) Act 1949', 'Act of 1949', 'Directive 85/337', 'Planning and Development Regulations', 'European Directives']",2022_IEHC_44
"['[1979] ILRM 141', '[1986] ILRM 239', '[2014] IEHC.']","['Companies Act 2014', '2014 Act']",2022_IECA_34
"['[2005] IEHC 150', '[2008] IEHC 191', '[2007] IEHC 169']","['Illegal Immigrants (Trafficking) Act', 's.31 International Protection Act', 'Decision 17', '2015 Act', 'Tribunal’s Decision']",2022_IEHC_100
