,Neutral Citation,Citation,Citation ID
3761,2021_IEHC_608,2021_IEHC_78,35787
3762,2021_IEHC_608,2021_IEHC_263,46070
3763,2021_IEHC_608,2009_IESC_2,7204
3764,2021_IEHC_608,2010_IEHC_116,3878
3765,2021_IEHC_608,2015_NZCA_13,20686
3766,2021_IEHC_608,2020_EWHC_2710,47109
3773,2021_IEHC_610,2021_IEHC_265,29773
3774,2021_IEHC_610,2011_IESC_29,34397
3775,2021_IEHC_610,2014_IEHC_400,63607
3776,2021_IEHC_610,2017_IESC_60,6337
3777,2021_IEHC_610,2017_IEHC_268,29224
3778,2021_IEHC_610,2018_IESC_31,23140
3779,2021_IEHC_610,2018_IEHC_461,14540
3780,2021_IEHC_610,2019_IEHC_84,4293
3781,2021_IEHC_610,2019_IESC_90,25717
3782,2021_IEHC_610,2019_IEHC_450,48428
3783,2021_IEHC_610,2019_IEHC_824,53694
3784,2021_IEHC_610,2020_IEHC_39,17383
3785,2021_IEHC_610,2020_IEHC_622,5493
3799,2021_IEHC_613,2012_IESC_39,17065
3800,2021_IEHC_613,2015_IESC_103,23819
3801,2021_IEHC_613,2018_IEHC_134,53049
3802,2021_IEHC_613,2021_IECA_5,15069
3811,2021_IEHC_618,2019_IECA_138,9894
3812,2021_IEHC_618,2015_IEHC_667,48156
3813,2021_IEHC_618,2012_IEHC_406,59992
3814,2021_IEHC_618,2013_IEHC_234,55532
3815,2021_IEHC_618,2013_IEHC_397,21014
3816,2021_IEHC_618,2010_IEHC_404,33030
3817,2021_IEHC_618,1976_ILRM_50,10414
3818,2021_IEHC_618,2005_IEHC_189,38090
3827,2021_IEHC_623,2020_IECA_183,23385
3828,2021_IEHC_623,2021_IEHC_11,55014
3829,2021_IEHC_623,2021_IEHC_224,42859
3833,2021_IEHC_624,2021_IEHC_469,25873
3835,2021_IEHC_625,2016_IECA_328,2136
3836,2021_IEHC_625,2020_IESC_56,28516
3837,2021_IEHC_625,2019_IESC_57,33345
3841,2021_IEHC_626,2021_IEHC_75,59377
3842,2021_IEHC_626,2020_IECA_183,23385
3845,2021_IEHC_627,2021_IEHC_112,5174
3846,2021_IEHC_627,2020_IEHC_199,55266
3849,2021_IEHC_628,2018_IECA_238,23963
3850,2021_IEHC_628,2020_IESC_1,2440
3851,2021_IEHC_628,2017_IESC_31,434
3852,2021_IEHC_628,2021_IEHC_263,46070
3853,2021_IEHC_628,2019_IESC_2,64137
3854,2021_IEHC_628,2017_UKSC_24,12196
3855,2021_IEHC_628,2007_IEHC_271,53648
3856,2021_IEHC_628,2012_IESC_23,3332
3857,2021_IEHC_628,2009_IESC_69,65026
3858,2021_IEHC_628,2007_IEHC_245,1218
3869,2021_IEHC_629,2021_IEHC_203,53941
3870,2021_IEHC_629,1981_ILRM_439,60725
3871,2021_IEHC_629,2021_IEHC_403,63347
3872,2021_IEHC_629,2013_IESC_61,5876
3873,2021_IEHC_629,2018_IEHC_473,29750
3874,2021_IEHC_629,2019_IEHC_890,915
3875,2021_IEHC_629,2020_IEHC_177,28509
3876,2021_IEHC_629,2020_IEHC_322,51841
3877,2021_IEHC_629,2021_IEHC_281,34161
3878,2021_IEHC_629,2018_IESC_39,18420
3879,2021_IEHC_629,2020_IECA_19,37835
3880,2021_IEHC_629,2010_IEHC_454,56022
3881,2021_IEHC_629,2012_IEHC_309,39164
3882,2021_IEHC_629,2015_IEHC_248,54185
3883,2021_IEHC_629,2017_IEHC_311,5807
3884,2021_IEHC_629,2017_IEHC_541,36077
3885,2021_IEHC_629,2019_IEHC_84,4293
3886,2021_IEHC_629,2020_IEHC_39,17383
3887,2021_IEHC_629,2020_IEHC_122,50091
3888,2021_IEHC_629,2020_IEHC_356,1883
3889,2021_IEHC_629,2013_IESC_4,13675
3890,2021_IEHC_629,2008_IEHC_371,52530
3913,2021_IEHC_630,2021_IEHC_589,16788
3914,2021_IEHC_630,2021_IEHC_302,18343
3915,2021_IEHC_630,2017_IEHC_745,1925
3916,2021_IEHC_630,2021_IEHC_275,22730
3917,2021_IEHC_630,2018_IECA_392,25588
3918,2021_IEHC_630,2020_IEHC_571,37371
3931,2021_IEHC_632,2021_IEHC_316,1933
3932,2021_IEHC_632,2020_IESC_12,47068
3933,2021_IEHC_632,2016_ISEC_17,31261
3940,2021_IEHC_633,2019_IESC_65,55665
3941,2021_IEHC_633,2019_IEHC_456,6067
3942,2021_IEHC_633,1990_ILRM_419,2368
3946,2021_IEHC_634,2021_IEHC_275,22730
3947,2021_IEHC_634,2018_IECA_392,25588
3948,2021_IEHC_634,2020_IEHC_571,37371
3955,2021_IEHC_635,2002_IEHC_14,65367
3956,2021_IEHC_635,2020_IECA_87,59220
3959,2021_IEHC_636,2021_IEHC_424,45509
3960,2021_IEHC_636,2006_IEHC_102,17495
3961,2021_IEHC_636,2016_IEHC_646,44854
3962,2021_IEHC_636,2019_IEHC_820,10656
3963,2021_IEHC_636,2020_IEHC_218,11740
3964,2021_IEHC_636,2020_IEHC_429,6069
3965,2021_IEHC_636,2021_IEHC_594,13719
3966,2021_IEHC_636,2015_IEHC_484,12452
3967,2021_IEHC_636,2021_IEHC_265,29773
3977,2021_IEHC_637,2019_IESC_72,35145
3978,2021_IEHC_637,2014_IESC_66,24936
3979,2021_IEHC_637,2016_IESC_9,54324
3980,2021_IEHC_637,2002_IESC_74,62892
3985,2021_IEHC_638,2016_IEHC_662,63678
3986,2021_IEHC_638,2015_IEHC_591,33459
3987,2021_IEHC_638,2013_IEHC_130,40005
3988,2021_IEHC_638,2020_IEHC_534,52604
3993,2021_IEHC_640,2021_IECA_5,15069
3994,2021_IEHC_640,2011_IEHC_100,6550
3995,2021_IEHC_640,2018_IEHC_491,35779
3996,2021_IEHC_640,2011_IEHC_505,46785
3997,2021_IEHC_640,2012_IEHC_391,4302
3998,2021_IEHC_640,2020_IEHC_199,55266
3999,2021_IEHC_640,2021_IEHC_112,5174
4007,2021_IEHC_645,2012_IEHC_559,44680
4008,2021_IEHC_645,2017_IEHC_47,61616
4009,2021_IEHC_645,2016_IEHC_688,43430
4010,2021_IEHC_645,2019_IEHC_604,48188
4015,2021_IEHC_646,2020_IEHC_621,18142
4016,2021_IEHC_646,2021_IEHC_623,1640
4017,2021_IEHC_646,2020_IEHC_673,40795
4018,2021_IEHC_646,2008_IEHC_94,15612
4020,2021_IEHC_646,2014_IEHC_79,62858
4021,2021_IEHC_646,2006_IESC_10,24680
4022,2021_IEHC_646,2013_IESC_19,27530
4031,2021_IEHC_648,2021_IEHC_50,28953
4032,2021_IEHC_648,2021_IEHC_230,12079
4033,2021_IEHC_648,2021_IEHC_254,28283
4034,2021_IEHC_648,2021_IEHC_424,45509
4035,2021_IEHC_648,2021_IEHC_312,39892
4036,2021_IEHC_648,2020_IEHC_122,50091
4037,2021_IEHC_648,2021_IEHC_322,44118
4038,2021_IEHC_648,2021_IEHC_265,29773
4039,2021_IEHC_648,2021_IEHC_390,51569
4040,2021_IEHC_648,2021_IEHC_610,53764
4051,2021_IEHC_650,2015_EWHC_3395,35643
4052,2021_IEHC_650,2020_IESC_6,48261
4053,2021_IEHC_650,2020_IEHC_286,59429
4057,2021_IEHC_657,2018_IEHC_726,7826
4058,2021_IEHC_657,2019_EWHC_4055,13544
4059,2021_IEHC_657,2011_EWHC_2907,43480
4065,2021_IEHC_659,2020_IESC_6,48261
4066,2021_IEHC_659,2015_IECA_236,57056
4067,2021_IEHC_659,2016_IECA_93,2628
4071,2021_IEHC_660,2009_IEHC_41,45758
4072,2021_IEHC_660,1908_I_KB_761,12938
4073,2021_IEHC_660,2019_IECA_18,63565
4074,2021_IEHC_660,2004_EWHC_1542,8124
4075,2021_IEHC_660,2011_IESC_17,35798
4076,2021_IEHC_660,2017_IEHC_728,28676
4077,2021_IEHC_660,2012_IEHC_174,49531
4078,2021_IEHC_660,2004_IEHC_67,11721
4079,2021_IEHC_660,2005_EWHC_1162,37188
4080,2021_IEHC_660,2019_IESC_57,33345
4081,2021_IEHC_660,2004_IESC_25,41899
4082,2021_IEHC_660,2007_IESC_59,7470
4083,2021_IEHC_660,2011_IEHC_140,11976
4084,2021_IEHC_660,2015_IECA_239,37300
4085,2021_IEHC_660,2018_IEHC_123,22387
4086,2021_IEHC_660,2020_IEHC_441,19683
4087,2021_IEHC_660,2020_IEHC_95,23935
4088,2021_IEHC_660,2015_IEHC_696,43038
4107,2021_IEHC_663,2015_UKUT_366,41875
4108,2021_IEHC_663,2016_IECA_193,40990
4109,2021_IEHC_663,2018_IESC_31,23140
4110,2021_IEHC_663,2018_IEHC_782,55876
4111,2021_IEHC_663,2019_IEHC_23,42272
4112,2021_IEHC_663,2017_IEHC_660,39861
4113,2021_IEHC_663,1999_IEHC_8,8211
4114,2021_IEHC_663,2008_IEHC_73,13154
4115,2021_IEHC_663,2020_IECA_33,14748
4116,2021_IEHC_663,2015_IECA_126,16372
4117,2021_IEHC_663,2018_IESC_27,13073
4118,2021_IEHC_663,2013_IESC_34,19004
4131,2021_IEHC_671,2020_IESC_59,35075
4134,2021_IEHC_672,2017_IESC_20,64151
4135,2021_IEHC_672,2004_IEHC_208,19639
4138,2021_IEHC_673,2002_IESC_62,59699
4139,2021_IEHC_673,2010_IESC_54,25079
4140,2021_IEHC_673,2021_IEHC_332,65297
4141,2021_IEHC_673,2008_IESC_61,31230
4142,2021_IEHC_673,2021_IEHC_577,32689
4148,2021_IEHC_681,2020_IESC_6,48261
4150,2021_IEHC_684,2015_IEHC_309,15659
4151,2021_IEHC_684,2020_IEHC_89,35611
4154,2021_IEHC_687,2016_IECA_79,32620
4155,2021_IEHC_687,2012_IEHC_442,28448
4156,2021_IEHC_687,2011_IESC_48,13438
4157,2021_IEHC_687,2007_IESC_21,48397
4162,2021_IEHC_694,2014_IESC_66,24936
4163,2021_IEHC_694,2020_IEHC_132,21231
4166,2021_IEHC_756,2017_IEHC_548,62139
4167,2021_IEHC_756,2017_IESC_18,5810
4168,2021_IEHC_756,2003_IEHC_611,28155
4172,2021_IEHC_842,2012_IEHC_382,25047
4173,2021_IEHC_842,2019_IEHC_43,52926
4174,2021_IEHC_842,2017_IESC_76,64211
4175,2021_IEHC_842,2019_IESC_50,41457
4176,2021_IEHC_842,2014_IEHC_465,60079
4182,2021_IEHC_852,2014_IEHC_324,4589
4183,2021_IEHC_852,2020_IEHC_685,24687
4184,2021_IEHC_852,2018_IEHC_611,49205
4188,2021_IESC_65,2020_IESC_000,29443
4189,2021_IESC_65,2019_IECA_00,16630
4190,2021_IESC_65,2020_IEHC_178,41515
4191,2021_IESC_65,2008_IEHC_29,12708
4192,2021_IESC_65,2016_IESC_46,47125
4193,2021_IESC_65,2020_IESC_66,29129
4194,2021_IESC_65,2018_IESC_5,20244
4195,2021_IESC_65,2016_IESC_6,6977
4196,2021_IESC_65,2011_IEHC_490,29282
4197,2021_IESC_65,2011_IEHC_72,49172
4198,2021_IESC_65,1980_ILRM_82,32924
4199,2021_IESC_65,1980_ILRM_242,39752
4200,2021_IESC_65,2011_NSCA_108,17125
4201,2021_IESC_65,2008_EWHC_454,36712
4202,2021_IESC_65,2012_IEHC_23,33800
4218,2021_IESC_66,2016_IESC_58,30427
4219,2021_IESC_66,2013_IESC_21,36867
4220,2021_IESC_66,2013_IEHC_172,38620
4221,2021_IESC_66,2015_IEHC_461,43286
4222,2021_IESC_66,2016_IESC_34,27929
4223,2021_IESC_66,2018_IESC_61,21818
4224,2021_IESC_66,2007_IEHC_450,25305
4232,2021_IESC_67,2021_IESC_61,63932
4233,2021_IESC_67,2006_IESC_27,20383
4234,2021_IESC_67,2020_IECA_183,23385
4235,2021_IESC_67,2020_IESC_73,20789
4236,2021_IESC_67,2021_IESC_47,14933
4237,2021_IESC_67,2006_IEHC_137,36475
4250,2021_IESC_68,2019_IEHC_782,33068
4251,2021_IESC_68,2020_IECA_180,42996
4252,2021_IESC_68,2012_IEHC_430,54979
4254,2021_IESC_68,2021_IESC_61,63932
4255,2021_IESC_68,2019_IESC_81,47825
4262,2021_IESC_69,2019_IECA_320,22990
4264,2021_IESC_73,2021_IESC_67,63743
4265,2021_IESC_73,2021_IESC_47,14933
4266,2021_IESC_73,2020_IECA_183,23385
4270,2020_IECA_241,2019_IEHC_698,2693
4271,2020_IECA_241,2013_IESC_8,33384
4272,2020_IECA_241,2013_IESC_9,19142
4273,2020_IECA_241,2011_IEHC_415,45372
4278,2020_IECA_246,2017_IEHC_816,61506
4279,2020_IECA_246,2011_UKSC_4,50034
4280,2020_IECA_246,2004_UKHL_27,38504
4281,2020_IECA_246,2003_IESC_3,62711
4282,2020_IECA_246,2014_IEHC_29,5506
4283,2020_IECA_246,2009_IEHC_279,5259
4284,2020_IECA_246,2014_IESC_65,15496
4285,2020_IECA_246,2015_IECA_192,49781
4286,2020_IECA_246,2019_IECA_123,56611
4287,2020_IECA_246,2016_IECA_292,26891
4288,2020_IECA_246,2017_IECA_317,64039
4289,2020_IECA_246,2019_IESC_82,21398
4290,2020_IECA_246,2019_UKSC_59,61605
4291,2020_IECA_246,2011_IEHC_248,40896
4292,2020_IECA_246,2012_IESC_18,33968
4293,2020_IECA_246,2019_IESC_75,5723
4294,2020_IECA_246,2020_IECA_184,11579
4295,2020_IECA_246,2016_IECA_217,29896
4296,2020_IECA_246,2017_IESC_80,28638
4297,2020_IECA_246,2011_IEHC_38,32033
4298,2020_IECA_246,2014_IEHC_62,59805
4320,2020_IECA_341,2020_IEHC_77,3270
4321,2020_IECA_341,2019_NICC_8,14932
4322,2020_IECA_341,2007_IESC_21,48397
4323,2020_IECA_341,2011_IESC_48,13438
4324,2020_IECA_341,2016_IESC_25,7808
4325,2020_IECA_341,2010_IESC_45,39433
4326,2020_IECA_341,2019_IESC_80,3897
4334,2020_IECA_343,2019_IEHC_794,24014
4335,2020_IECA_343,1988_ILRM_306,9059
4336,2020_IECA_343,2006_IEHC_240,61085
4337,2020_IECA_343,2020_IECA_183,23385
4338,2020_IECA_343,2006_IEHC_32,40149
4339,2020_IECA_343,2015_IECA_27,25282
4340,2020_IECA_343,2013_IESC_6,12671
4348,2020_IECA_359,2018_IESC_45,31197
4349,2020_IECA_359,2019_IEHC_183,3616
4350,2020_IECA_359,2016_IESC_32,22748
4351,2020_IECA_359,2011_IESC_14,50337
4352,2020_IECA_359,2020_IECA_21,23210
4353,2020_IECA_359,2020_IESC_9,26739
4354,2020_IECA_359,2015_IESC_103,23819
4362,2020_IEHC_344,2018_IESC_42,62816
4363,2020_IEHC_344,2013_IEHC_216,50411
4364,2020_IEHC_344,2013_IEHC_290,53977
4365,2020_IEHC_344,2012_IESC_16,48742
4366,2020_IEHC_344,2013_IEHC_62,4480
4367,2020_IEHC_344,2012_IEHC_575,26793
4368,2020_IEHC_344,2014_IEHC_132,17156
4369,2020_IEHC_344,2006_IEHC_379,28451
4370,2020_IEHC_344,2007_IESC_21,48397
4371,2020_IEHC_344,2017_IEHC_598,39975
4372,2020_IEHC_344,2014_IEHC_320,17753
4373,2020_IEHC_344,2019_IECA_182,48573
4374,2020_IEHC_344,2008_IESC_38,14258
4388,2020_IEHC_357,2008_IESC_52,30500
4389,2020_IEHC_357,2009_IESC_48,56195
4390,2020_IEHC_357,2018_IECA_204,32459
4394,2020_IEHC_358,2018_IESC_42,62816
4395,2020_IEHC_358,2015_IEHC_662,57024
4396,2020_IEHC_358,2016_IEHC_802,9103
4397,2020_IEHC_358,2016_UKSC_8,397
4398,2020_IEHC_358,2016_IESC_336,54652
4399,2020_IEHC_358,2013_IEHC_323,57751
4400,2020_IEHC_358,2016_IESC_17,38243
4408,2020_IEHC_360,2008_UKHL_41,30767
4409,2020_IEHC_360,2015_IESC_64,55404
4410,2020_IEHC_360,2013_IEHC_603,23892
4414,2020_IEHC_387,2015_IEHC_664,30833
4415,2020_IEHC_387,2019_IEHC_126,44495
4418,2020_IEHC_389,2020_IEHC_121,7436
4419,2020_IEHC_389,2020_IESC_12,47068
4420,2020_IEHC_389,2018_IESC_8,3704
4421,2020_IEHC_389,2016_IESC_17,38243
4426,2020_IEHC_395,2009_IESC_48,56195
4427,2020_IEHC_395,2020_IESC_12,47068
4428,2020_IEHC_395,2018_IESC_8,3704
4432,2020_IEHC_396,2020_IEHC_143,27963
4433,2020_IEHC_396,2018_IESC_27,13073
4434,2020_IEHC_396,2020_IESC_12,47068
4438,2020_IEHC_401,2019_IEHC_367,63850
4439,2020_IEHC_401,2016_IEHC_468,18701
4440,2020_IEHC_401,2008_IESC_25,15780
4441,2020_IEHC_401,2018_IEHC_781,37947
4442,2020_IEHC_401,2017_IECA_296,37765
4443,2020_IEHC_401,2019_IEHC_47,41393
4444,2020_IEHC_401,2020_IECA_22,51156
4445,2020_IEHC_401,2015_IESC_53,37232
4446,2020_IEHC_401,2008_UKHL_40,58564
4447,2020_IEHC_401,2014_IESC_29,30562
4448,2020_IEHC_401,2011_IEHC_473,7409
4449,2020_IEHC_401,2018_IEHC_504,55834
4450,2020_IEHC_401,2020_IESC_11,36173
4451,2020_IEHC_401,2006_IESC_44,6724
4452,2020_IEHC_401,2018_IEHC_187,65476
4468,2020_IEHC_402,2012_IESC_3,52874
4469,2020_IEHC_402,2019_IESC_18,9383
4470,2020_IEHC_402,2017_IEHC_242,36793
4471,2020_IEHC_402,2020_IECA_22,51156
4472,2020_IEHC_402,2020_IEHC_97,32709
4473,2020_IEHC_402,2010_EWHC_3407,3115
4474,2020_IEHC_402,2015_IEHC_579,12990
4475,2020_IEHC_402,2013_IESC_1,14024
4476,2020_IEHC_402,2015_IEHC_40,17877
4486,2020_IEHC_417,2020_IESC_12,47068
4487,2020_IEHC_417,2019_IEHC_481,52325
4488,2020_IEHC_417,2013_IEHC_323,57751
4489,2020_IEHC_417,2016_IESC_17,38243
4490,2020_IEHC_417,2010_IESC_45,39433
4491,2020_IEHC_417,2013_IESC_24,20169
4498,2020_IEHC_431,2020_IEHC_360,63038
4499,2020_IEHC_431,2006_IEHC_250,2027
4500,2020_IEHC_431,2009_IEHC_510,15775
4501,2020_IEHC_431,2016_IEHC_646,44854
4502,2020_IEHC_431,2015_IESC_64,55404
4503,2020_IEHC_431,2015_IEHC_389,49230
4504,2020_IEHC_431,2008_UKHL_41,30767
4512,2020_IEHC_433,2013_IEHC_290,53977
4513,2020_IEHC_433,2011_IESC_1,39595
4514,2020_IEHC_433,2020_IESC_12,47068
4518,2020_IEHC_436,2020_IEHC_360,63038
4519,2020_IEHC_436,2006_IEHC_250,2027
4520,2020_IEHC_436,2009_IEHC_510,15775
4521,2020_IEHC_436,2016_IEHC_646,44854
4522,2020_IEHC_436,2015_IESC_64,55404
4523,2020_IEHC_436,2015_IEHC_389,49230
4524,2020_IEHC_436,2008_UKHL_41,30767
4532,2020_IEHC_485,2019_IEHC_367,63850
4533,2020_IEHC_485,2020_IEHC_401,45625
4534,2020_IEHC_485,2006_IEHC_250,2027
4535,2020_IEHC_485,2016_IEHC_222,35393
4536,2020_IEHC_485,2015_IEHC_383,59892
4537,2020_IEHC_485,2009_IEHC_510,15775
4538,2020_IEHC_485,2016_IEHC_646,44854
4539,2020_IEHC_485,2016_IEHC_544,44776
4540,2020_IEHC_485,2019_IEHC_47,41393
4541,2020_IEHC_485,2017_IESC_61,34935
4542,2020_IEHC_485,2012_IESC_29,9792
4543,2020_IEHC_485,2015_IESC_21,43722
4544,2020_IEHC_485,2004_IESC_97,28472
4545,2020_IEHC_485,2014_IESC_31,58376
4546,2020_IEHC_485,2019_IECA_360,53294
4547,2020_IEHC_485,2014_IEHC_159,10529
4548,2020_IEHC_485,2009_IESC_5,39865
4549,2020_IEHC_485,2000_IESC_16,26223
4550,2020_IEHC_485,2012_IESC_49,41818
4551,2020_IEHC_485,2017_IECA_284,37264
4552,2020_IEHC_485,2006_IESC_44,6724
4574,2020_IEHC_500,2000_IESC_19,47733
4575,2020_IEHC_500,2010_IESC_3,59751
4576,2020_IEHC_500,2014_IESC_50,45839
4577,2020_IEHC_500,2008_IEHC_192,48768
4578,2020_IEHC_500,2016_IECA_48,15824
4579,2020_IEHC_500,2012_IESC_26,50148
4580,2020_IEHC_500,2018_IEHC_98,500
4581,2020_IEHC_500,2016_IEHC_474,28741
4582,2020_IEHC_500,2019_IEHC_365,26270
4583,2020_IEHC_500,2016_IEHC_673,31401
4584,2020_IEHC_500,2017_IEHC_681,20208
4585,2020_IEHC_500,2019_IEHC_537,3140
4586,2020_IEHC_500,2018_IEHC_142,13468
4587,2020_IEHC_500,2018_IEHC_187,65476
4588,2020_IEHC_500,2018_IESC_16,27474
4589,2020_IEHC_500,2016_IEHC_669,47300
4590,2020_IEHC_500,2019_IEHC_61,24389
4591,2020_IEHC_500,2017_IEHC_652,51891
4592,2020_IEHC_500,2016_IEHC_468,18701
4593,2020_IEHC_500,2015_IECA_210,34643
4594,2020_IEHC_500,2016_IEHC_531,20593
4616,2020_IEHC_513,2020_IEHC_360,63038
4617,2020_IEHC_513,2020_IEHC_436,33919
4620,2020_IEHC_515,2015_IEHC_664,30833
4621,2020_IEHC_515,2019_IEHC_126,44495
4622,2020_IEHC_515,2012_IEHC_233,3707
4623,2020_IEHC_515,2014_IEHC_391,56866
4624,2020_IEHC_515,2006_IEHC_379,28451
4630,2020_IEHC_517,2020_IESC_12,47068
4632,2020_IEHC_519,2019_IESC_80,3897
4633,2020_IEHC_519,2018_IEHC_584,36012
4634,2020_IEHC_519,2020_IESC_12,47068
4638,2020_IEHC_528,2012_IESC_16,48742
4639,2020_IEHC_528,2017_IEHC_482,45755
4640,2020_IEHC_528,2020_IEHC_143,27963
4641,2020_IEHC_528,2012_IESC_37,7754
4642,2020_IEHC_528,2007_IEHC_15,14681
4643,2020_IEHC_528,2008_IESC_3,36703
4644,2020_IEHC_528,2006_IESC_45,63862
4645,2020_IEHC_528,2003_UKHL_40,2218
4646,2020_IEHC_528,2005_IEHC_189,38090
4647,2020_IEHC_528,2016_IESC_17,38243
4648,2020_IEHC_528,2007_IESC_21,48397
4649,2020_IEHC_528,2012_IEHC_233,3707
4650,2020_IEHC_528,2014_IEHC_391,56866
4651,2020_IEHC_528,2007_IESC_30,41448
4652,2020_IEHC_528,2006_IEHC_379,28451
4653,2020_IEHC_528,2020_IESC_12,47068
4670,2020_IEHC_531,2020_IESC_12,47068
4672,2020_IEHC_532,2020_IESC_12,47068
4674,2020_IEHC_561,2011_IEHC_38,32033
4675,2020_IEHC_561,2008_IESC_26,12969
4676,2020_IEHC_561,2017_IECA_282,34250
4680,2020_IEHC_569,2020_IESC_59,35075
4682,2020_IEHC_571,2018_IECA_392,25588
4683,2020_IEHC_571,2015_IESC_64,55404
4684,2020_IEHC_571,2015_IECA_192,49781
4685,2020_IEHC_571,2019_IEHC_368,21250
4686,2020_IEHC_571,2004_UKHL_27,38504
4687,2020_IEHC_571,2018_IEHC_98,500
4688,2020_IEHC_571,2008_IESC_25,15780
4689,2020_IEHC_571,2007_IEHC_398,4988
4698,2020_IEHC_573,2008_IESC_52,30500
4699,2020_IEHC_573,2009_IESC_48,56195
4700,2020_IEHC_573,2016_IECA_90,17775
4701,2020_IEHC_573,2014_UKSC_23,27862
4702,2020_IEHC_573,2009_IEHC_159,53990
4703,2020_IEHC_573,2008_IEHC_53,5131
4704,2020_IEHC_573,2012_IEHC_233,3707
4712,2020_IEHC_582,2013_IESC_7,3992
4714,2020_IEHC_588,2011_IEHC_529,29933
4716,2020_IEHC_598,2009_IESC_48,56195
4718,2020_IEHC_607,2015_IESC_49,62582
4719,2020_IEHC_607,2009_IESC_48,56195
4720,2020_IEHC_607,2019_IEHC_250,11279
4721,2020_IEHC_607,2019_IEHC_68,28612
4722,2020_IEHC_607,2020_IEHC_316,4151
4728,2020_IEHC_643,2020_IEHC_643,62038
4729,2020_IEHC_643,2020_IEHC_500,54252
4730,2020_IEHC_643,2006_IEHC_250,2027
4731,2020_IEHC_643,2008_IEHC_2,29250
4732,2020_IEHC_643,2010_IESC_3,59751
4733,2020_IEHC_643,2014_IESC_50,45839
4734,2020_IEHC_643,2019_IESC_75,5723
4735,2020_IEHC_643,2017_IESC_80,28638
4736,2020_IEHC_643,2011_UKSC_12,23233
4737,2020_IEHC_643,2018_IESC_16,27474
4748,2020_IEHC_648,2020_IESC_46,61379
4749,2020_IEHC_648,2017_IEHC_490,18214
4752,2020_IEHC_649,2017_IEHC_745,1925
4753,2020_IEHC_649,2020_IEHC_60,18149
4754,2020_IEHC_649,2019_IEHC_759,26653
4758,2020_IEHC_657,2016_IEHC_297,6311
4759,2020_IEHC_657,2016_IESC_17,38243
4760,2020_IEHC_657,2020_IESC_12,47068
4764,2020_IEHC_680,2020_IESC_59,35075
4765,2020_IEHC_680,2020_IEHC_515,47001
4768,2020_IEHC_682,2015_IEHC_338,11907
4769,2020_IEHC_682,2020_IESC_40,17871
4770,2020_IEHC_682,2020_IEHC_606,7694
4771,2020_IEHC_682,2016_IESC_17,38243
4772,2020_IEHC_682,2015_IESC_49,62582
4778,2020_IEHC_690,2009_IESC_48,56195
4779,2020_IEHC_690,2019_IEHC_251,9632
4780,2020_IEHC_690,2013_IESC_7,3992
4781,2020_IEHC_690,2020_IEHC_143,27963
4786,2020_IEHC_694,2014_IESC_34,42311
4787,2020_IEHC_694,2017_IEHC_421,29961
4788,2020_IEHC_694,2020_IEHC_17,29635
4789,2020_IEHC_694,2015_IESC_55,21525
4790,2020_IEHC_694,2014_IEHC_51,22006
4791,2020_IEHC_694,2016_IEHC_81,40522
4792,2020_IEHC_694,2016_IEHC_82,61661
4800,2020_IEHC_695,2005_IESC_76,12459
4801,2020_IEHC_695,2011_IESC_1,39595
4802,2020_IEHC_695,2012_IESC_16,48742
4803,2020_IEHC_695,2020_IEHC_318,53403
4804,2020_IEHC_695,2020_IEHC_344,57357
4810,2020_IEHC_699,2020_IEHC_344,57357
4811,2020_IEHC_699,2012_IESC_37,7754
4812,2020_IEHC_699,2014_IEHC_320,17753
4813,2020_IEHC_699,2016_IESC_17,38243
4814,2020_IEHC_699,2019_IECA_182,48573
4815,2020_IEHC_699,2020_IESC_12,47068
4816,2020_IEHC_699,2012_IEHC_12,34514
4817,2020_IEHC_699,2020_IEHC_143,27963
4818,2020_IEHC_699,2020_ECHR_363,623
4828,2020_IESC_40,2020_IESC_000,29443
4829,2020_IESC_40,2016_IESC_17,38243
4832,2020_IESC_48,2018_IEHC_103,11874
4833,2020_IESC_48,2011_IEHC_32,55231
4834,2020_IESC_48,2018_IEHC_222,17604
4835,2020_IESC_48,2018_IESC_24,45491
4836,2020_IESC_48,2017_IEHC_95,54818
4837,2020_IESC_48,2013_IESC_9,19142
4838,2020_IESC_48,2013_IESC_8,33384
4839,2020_IESC_48,2017_IESC_40,50468
4840,2020_IESC_48,2020_IESC_11,36173
4850,2020_IESC_62,2019_IEHC_730,63256
4851,2020_IESC_62,2016_IECA_415,34260
4852,2020_IESC_62,2018_IEHC_187,65476
4853,2020_IESC_62,2020_IESC_11,36173
4854,2020_IESC_62,2017_IESC_61,34935
4855,2020_IESC_62,2019_CSOH_77,15840
4856,2020_IESC_62,2019_IEHC_891,28714
4864,2020_IESC_63,2011_IEHC_197,64469
4865,2020_IESC_63,2012_IESC_11,11470
4866,2020_IESC_63,2014_IEHC_114,52118
4867,2020_IESC_63,2014_IEHC_139,54404
4868,2020_IESC_63,2015_IEHC_339,17100
4869,2020_IESC_63,2018_IECA_130,19296
4870,2020_IESC_63,2018_IECA_76,60764
4871,2020_IESC_63,2014_IEHC_31,21333
4872,2020_IESC_63,2019_IESC_47,51878
4873,2020_IESC_63,2019_IEHC_47,41393
4874,2020_IESC_63,2016_IECA_48,15824
4875,2020_IESC_63,2020_IECA_22,51156
4876,2020_IESC_63,2016_IEHC_514,53956
4877,2020_IESC_63,2015_IESC_53,37232
