,Neutral Citation,Citation,Citation ID
5170,2020_IECA_135,2012_IESC_59,8889
5171,2020_IECA_135,2018_IEHC_200,5669
5172,2020_IECA_135,2015_IESC_104,51336
5173,2020_IECA_135,2019_IESC_47,51878
5174,2020_IECA_135,2019_IECA_272,17501
5175,2020_IECA_135,2019_IECA_255,44536
5188,2020_IECA_141,2006_IEHC_238,58341
5189,2020_IECA_141,2004_UKHL_12,38363
5190,2020_IECA_141,2011_UKSC_20,30396
5191,2020_IECA_141,2015_UKSC_69,20799
5192,2020_IECA_141,2019_NICA_38,57604
5193,2020_IECA_141,2019_NICA_13,9263
5194,2020_IECA_141,2019_UKSC_7,38670
5195,2020_IECA_141,2009_IESC_81,43745
5204,2020_IECA_159,2020_IEHC_29,11849
5205,2020_IECA_159,2019_IEHC_251,9632
5206,2020_IECA_159,2008_IESC_73,52911
5207,2020_IECA_159,2012_IEHC_315,52255
5208,2020_IECA_159,2009_IESC_83,12950
5209,2020_IECA_159,2009_IESC_48,56195
5210,2020_IECA_159,2012_IEHC_179,4768
5218,2020_IECA_184,2011_IEHC_547,15187
5219,2020_IECA_184,2013_IEHC_9,28749
5220,2020_IECA_184,2018_IESC_10,61003
5221,2020_IECA_184,2017_IESC_61,34935
5222,2020_IECA_184,2016_IECA_217,29896
5223,2020_IECA_184,2017_IESC_80,28638
5224,2020_IECA_184,2010_IESC_3,59751
5225,2020_IECA_184,2010_IEHC_457,55530
5226,2020_IECA_184,2011_IEHC_214,11672
5227,2020_IECA_184,2004_IEHC_219,47220
5228,2020_IECA_184,2010_IEHC_362,39467
5229,2020_IECA_184,2011_IEHC_151,6174
5230,2020_IECA_184,2014_IEHC_638,41448
5231,2020_IECA_184,2011_IEHC_92,64341
5232,2020_IECA_184,2012_IEHC_80,48082
5233,2020_IECA_184,2007_IESC_19,61951
5234,2020_IECA_184,2019_IESC_75,5723
5235,2020_IECA_184,2016_UKUT_441,17892
5236,2020_IECA_184,2018_UKSC_9,33142
5237,2020_IECA_184,2018_IEHC_274,26879
5238,2020_IECA_184,2012_IEHC_337,19263
5239,2020_IECA_184,2018_IEHC_186,50612
5240,2020_IECA_184,2017_IEHC_570,61007
5241,2020_IECA_184,2012_IEHC_485,22398
5242,2020_IECA_184,2015_IESC_30,55308
5268,2020_IEHC_171,2018_IEHC_134,53049
5269,2020_IEHC_171,2012_IESC_39,17065
5270,2020_IEHC_171,2015_IESC_103,23819
5271,2020_IEHC_171,2016_IESC_45,37523
5272,2020_IEHC_171,2019_IECA_346,30694
5273,2020_IEHC_171,2019_IEHC_856,19330
5274,2020_IEHC_171,2018_IEHC_489,49659
5275,2020_IEHC_171,2019_IEHC_194,60165
5284,2020_IEHC_179,2004_OJ_L_158,13216
5285,2020_IEHC_179,2019_IEHC_222,8905
5288,2020_IEHC_202,2013_IEHC_531,64217
5289,2020_IEHC_202,2012_IESC_61,60219
5290,2020_IEHC_202,2004_IEHC_75,30106
5294,2020_IEHC_269,2020_IEHC_6,35676
5296,2020_IEHC_283,2018_IEHC_370,64512
5297,2020_IEHC_283,2000_IESC_19,47733
5298,2020_IEHC_283,2017_IEHC_95,54818
5299,2020_IEHC_283,2016_IECA_48,15824
5300,2020_IEHC_283,2015_IECA_210,34643
5301,2020_IEHC_283,2020_IESC_11,36173
5302,2020_IEHC_283,2019_IESC_32,6786
5310,2020_IEHC_299,2012_IEHC_90,54788
5311,2020_IEHC_299,2020_IEHC_29,11849
5312,2020_IEHC_299,2008_IESC_73,52911
5313,2020_IEHC_299,2010_IESC_61,56555
5314,2020_IEHC_299,2016_IEHC_82,61661
5315,2020_IEHC_299,2016_IEHC_81,40522
5316,2020_IEHC_299,2015_IESC_55,21525
5317,2020_IEHC_299,2009_IEHC_159,53990
5326,2020_IEHC_304,2019_IEHC_474,7666
5327,2020_IEHC_304,2018_IEHC_550,49097
5328,2020_IEHC_304,2020_IESC_10,21093
5329,2020_IEHC_304,2016_IEHC_85,35911
5334,2020_IEHC_310,2020_IEHC_121,7436
5336,2020_IEHC_316,2020_IEHC_143,27963
5337,2020_IEHC_316,2010_IESC_45,39433
5338,2020_IEHC_316,2018_IESC_27,13073
5339,2020_IEHC_316,2015_ECHR_420,59778
5340,2020_IEHC_316,2019_IEHC_68,28612
5341,2020_IEHC_316,2019_IEHC_250,11279
5348,2020_IEHC_318,2011_IESC_1,39595
5349,2020_IEHC_318,2012_IEHC_12,34514
5352,2020_IEHC_331,2018_IESC_8,3704
5354,2020_IEHC_333,2013_IEHC_424,20123
5355,2020_IEHC_333,2019_IECA_232,26488
5356,2020_IEHC_333,2014_IESC_50,45839
5357,2020_IEHC_333,2010_IESC_3,59751
5358,2020_IEHC_333,2011_UKSC_28,48305
5359,2020_IEHC_333,2010_UKSC_49,5066
5360,2020_IEHC_333,2007_IEHC_287,11717
5361,2020_IEHC_333,2008_IEHC_420,63656
5362,2020_IEHC_333,2012_IEHC_454,35366
5363,2020_IEHC_333,2009_IEHC_383,34603
5364,2020_IEHC_333,2015_IEHC_839,32777
5365,2020_IEHC_333,2014_IEHC_497,61591
5366,2020_IEHC_333,2018_IEHC_402,15812
5367,2020_IEHC_333,2018_IEHC_460,42448
5368,2020_IEHC_333,2017_IEHC_800,54082
5369,2020_IEHC_333,2015_IESC_31,1986
5370,2020_IEHC_333,2018_IECA_384,7964
5388,2020_IEHC_415,2020_IEHC_121,7436
5389,2020_IEHC_415,2013_IEHC_290,53977
5390,2020_IEHC_415,2008_IEHC_156,54089
5391,2020_IEHC_415,2019_IEHC_434,62029
5392,2020_IEHC_415,2016_IESC_17,38243
5393,2020_IEHC_415,2010_IESC_45,39433
5400,2020_IEHC_416,2020_IESC_12,47068
5401,2020_IEHC_416,2019_IEHC_481,52325
5402,2020_IEHC_416,2016_IESC_17,38243
5403,2020_IEHC_416,2010_IESC_45,39433
5408,2020_IESC_27,2019_IEHC_403,7377
5409,2020_IESC_27,2019_IECA_328,40227
5410,2020_IESC_27,2019_IECA_329,44123
5411,2020_IESC_27,2019_IECA_330,34469
5412,2020_IESC_27,2018_IEHC_785,36510
5413,2020_IESC_27,2017_IESC_80,28638
5414,2020_IESC_27,2018_IESC_56,30647
5415,2020_IESC_27,2019_IESC_75,5723
5424,2020_IESC_30,2014_IEHC_31,21333
5425,2020_IESC_30,2017_IESC_76,64211
5426,2020_IESC_30,2017_IEHC_557,27512
5427,2020_IESC_30,2019_IEHC_431,47960
5428,2020_IESC_30,2016_IEHC_429,42548
5429,2020_IESC_30,2011_IEHC_256,40966
5430,2020_IESC_30,2011_ILRM_444,56781
5431,2020_IESC_30,1998_IEHC_15,8387
5432,2020_IESC_30,2012_IEHC_221,22134
5433,2020_IESC_30,2012_IESC_37,7754
5434,2020_IESC_30,2017_IEHC_280,12842
5435,2020_IESC_30,2019_IEHC_55,38978
5448,2021_IECA_106,2016_IEHC_642,18651
5449,2021_IECA_106,2011_IEHC_165,13331
5450,2021_IECA_106,2011_IEHC_175,18939
5451,2021_IECA_106,2012_IEHC_44,9835
5452,2021_IECA_106,2018_IESC_10,61003
5453,2021_IECA_106,2015_IESC_73,5468
5454,2021_IECA_106,2011_IESC_50,34982
5455,2021_IECA_106,2012_IEHC_189,63540
5456,2021_IECA_106,2016_IEHC_300,55706
5457,2021_IECA_106,2019_IEHC_65,63195
5458,2021_IECA_106,2015_IESC_30,55308
5459,2021_IECA_106,2019_IESC_75,5723
5460,2021_IECA_106,2020_IECA_184,11579
5461,2021_IECA_106,2020_IESC_44,39863
5476,2021_IECA_111,1996_IEHC_46,41433
5477,2021_IECA_111,2005_IEHC_294,21613
5480,2021_IECA_119,2016_IEHC_544,44776
5481,2021_IECA_119,2019_IECA_332,17907
5482,2021_IECA_119,2016_IEHC_319,58430
5483,2021_IECA_119,2006_IEHC_140,22143
5484,2021_IECA_119,2016_IEHC_468,18701
5485,2021_IECA_119,2008_IESC_25,15780
5486,2021_IECA_119,2006_IEHC_177,45827
5487,2021_IECA_119,2008_IEHC_325,29153
5488,2021_IECA_119,2010_IEHC_422,8874
5489,2021_IECA_119,2017_IEHC_176,56083
5490,2021_IECA_119,2020_IESC_55,46568
5491,2021_IECA_119,2012_UKUT_48,30433
5504,2021_IECA_159,2016_IEHC_185,46391
5505,2021_IECA_159,2016_IECA_130,56153
5506,2021_IECA_159,2011_IEHC_287,23406
5507,2021_IECA_159,2011_IEHC_286,13797
5508,2021_IECA_159,2020_IEHC_369,28639
5509,2021_IECA_159,2003_ECRI_10239,51372
5510,2021_IECA_159,2015_IESC_49,62582
5511,2021_IECA_159,2014_IESC_34,42311
5512,2021_IECA_159,2019_IEHC_187,30122
5513,2021_IECA_159,2020_IESC_2,17677
5514,2021_IECA_159,2006_IEHC_169,10926
5515,2021_IECA_159,2006_IESC_45,63862
5528,2021_IECA_165,2020_IEHC_528,36102
5530,2021_IECA_188,2020_IESC_12,47068
5531,2021_IECA_188,2013_IEHC_323,57751
5532,2021_IECA_188,2013_IEHC_54,39968
5533,2021_IECA_188,2013_IEHC_322,64344
5534,2021_IECA_188,2013_IEHC_330,64359
5535,2021_IECA_188,2013_IEHC_465,62505
5536,2021_IECA_188,2014_IEHC_320,17753
5537,2021_IECA_188,2021_IESC_27,33410
5538,2021_IECA_188,2019_IESC_31,13950
5548,2021_IECA_209,2016_IESC_4,31151
5549,2021_IECA_209,1993_ILRM_606,47027
5550,2021_IECA_209,2020_IESC_59,35075
5551,2021_IECA_209,2007_IESC_21,48397
5552,2021_IECA_209,2007_IESC_30,41448
5553,2021_IECA_209,2016_IESC_25,7808
5554,2021_IECA_209,2019_IESC_80,3897
5555,2021_IECA_209,2008_IEHC_154,10996
5556,2021_IECA_209,2017_IESC_26,40084
5557,2021_IECA_209,2018_IESC_8,3704
5558,2021_IECA_209,2019_IEHC_803,15011
5559,2021_IECA_209,2015_IECA_69,39767
5560,2021_IECA_209,2016_IESC_17,38243
5561,2021_IECA_209,2020_IESC_40,17871
5562,2021_IECA_209,2020_IEHC_682,64876
5563,2021_IECA_209,2018_EWHC_1532,38847
5580,2021_IECA_210,2021_IECA_209,59225
5581,2021_IECA_210,2015_IEHC_338,11907
5582,2021_IECA_210,2020_IEHC_606,7694
5583,2021_IECA_210,2016_IESC_17,38243
5584,2021_IECA_210,2015_IESC_49,62582
5585,2021_IECA_210,2014_IESC_34,42311
5586,2021_IECA_210,2012_IESC_37,7754
5587,2021_IECA_210,2020_IESC_40,17871
5596,2021_IECA_219,2010_IESC_27,9092
5597,2021_IECA_219,2012_IEHC_575,26793
5598,2021_IECA_219,2013_IEHC_290,53977
5599,2021_IECA_219,2013_IEHC_62,4480
5600,2021_IECA_219,2014_IEHC_132,17156
5601,2021_IECA_219,2005_IESC_76,12459
5602,2021_IECA_219,2005_IESC_83,43680
5603,2021_IECA_219,2011_IESC_1,39595
5612,2021_IECA_75,2017_IEHC_232,50558
5613,2021_IECA_75,2017_IECA_267,46362
5614,2021_IECA_75,2018_IESC_42,62816
5615,2021_IECA_75,2020_IEHC_310,41829
5620,2021_IECA_79,2018_IESC_68,37695
5621,2021_IECA_79,2011_IEHC_248,40896
5622,2021_IECA_79,2018_IESC_69,50159
5623,2021_IECA_79,2020_IECA_233,19638
5624,2021_IECA_79,2013_IESC_24,20169
5625,2021_IECA_79,2013_IEHC_323,57751
5626,2021_IECA_79,2016_IESC_17,38243
5627,2021_IECA_79,2020_IESC_12,47068
5636,2021_IECA_92,2014_IESC_34,42311
5637,2021_IECA_92,2009_IESC_67,15386
5638,2021_IECA_92,2009_IESC_47,52877
5639,2021_IECA_92,2010_IESC_16,52249
5640,2021_IECA_92,2011_IESC_5,3908
5646,2021_IECA_99,2018_IESC_24,45491
5647,2021_IECA_99,2019_IEHC_310,44930
5648,2021_IECA_99,2020_IESC_55,46568
5649,2021_IECA_99,2016_IECA_48,15824
5650,2021_IECA_99,2015_IESC_104,51336
5651,2021_IECA_99,2012_IEHC_80,48082
5652,2021_IECA_99,2015_IEHC_638,43945
5653,2021_IECA_99,2015_IESC_61,16470
5662,2021_IEHC_149,2020_IESC_12,47068
5664,2021_IEHC_150,2020_IESC_12,47068
5666,2021_IEHC_160,2008_IESC_52,30500
5667,2021_IEHC_160,2009_IESC_48,56195
5668,2021_IEHC_160,2011_IEHC_374,3403
5669,2021_IEHC_160,2013_IESC_43,3400
5670,2021_IEHC_160,2008_IEHC_322,1756
5671,2021_IEHC_160,2012_IESC_37,7754
5672,2021_IEHC_160,2007_IEHC_15,14681
5673,2021_IEHC_160,2008_IESC_3,36703
5674,2021_IEHC_160,2012_IESC_16,48742
5675,2021_IEHC_160,2006_IESC_45,63862
5676,2021_IEHC_160,2020_IEHC_84,31535
5677,2021_IEHC_160,2021_IECA_37,9807
5690,2021_IEHC_161,2017_IEHC_597,535
5691,2021_IEHC_161,2006_IEHC_48,38281
5692,2021_IEHC_161,2015_IEHC_203,36021
5696,2021_IEHC_164,2019_IEHC_477,22859
5697,2021_IEHC_164,2016_IESC_58,30427
5698,2021_IEHC_164,2020_IECA_183,23385
5699,2021_IEHC_164,2020_IECA_287,28292
5700,2021_IEHC_164,2007_IESC_60,50348
5701,2021_IEHC_164,2020_IEHC_342,51232
5702,2021_IEHC_164,2020_IECA_277,27528
5703,2021_IEHC_164,2016_IEHC_202,24806
5704,2021_IEHC_164,2015_IESC_30,55308
5714,2021_IEHC_194,2021_IEHC_44,16779
5716,2021_IEHC_195,2020_IEHC_357,38533
5717,2021_IEHC_195,2009_IESC_48,56195
5718,2021_IEHC_195,2008_IESC_52,30500
5722,2021_IEHC_196,2020_IESC_12,47068
5724,2021_IEHC_197,2018_IESC_8,3704
5726,2021_IEHC_198,2018_IESC_8,3704
5727,2021_IEHC_198,2020_IESC_59,35075
5728,2021_IEHC_198,2008_IESC_52,30500
5732,2021_IEHC_206,2009_IESC_48,56195
5733,2021_IEHC_206,2010_IESC_45,39433
5734,2021_IEHC_206,2020_IEHC_143,27963
5738,2021_IEHC_210,2009_IESC_48,56195
5739,2021_IEHC_210,2020_IEHC_143,27963
5742,2021_IEHC_226,2008_IEHC_289,23712
5743,2021_IEHC_226,2011_IEHC_328,12942
5744,2021_IEHC_226,2015_IEHC_638,43945
5748,2021_IEHC_227,2008_IEHC_289,23712
5749,2021_IEHC_227,2011_IEHC_328,12942
5750,2021_IEHC_227,2015_IEHC_638,43945
5754,2021_IEHC_236,2009_IESC_48,56195
5755,2021_IEHC_236,2016_IEHC_185,46391
5756,2021_IEHC_236,2016_IECA_130,56153
5760,2021_IEHC_270,2009_IESC_67,15386
5761,2021_IEHC_270,2018_IESC_8,3704
5764,2021_IEHC_275,2004_UKHL_27,38504
5765,2021_IEHC_275,2018_IECA_392,25588
5766,2021_IEHC_275,2020_IEHC_571,37371
5767,2021_IEHC_275,2020_IEHC_560,26555
5768,2021_IEHC_275,2018_IESC_31,23140
5769,2021_IEHC_275,2012_IESC_59,8889
5770,2021_IEHC_275,2017_IESC_61,34935
5771,2021_IEHC_275,2020_IESC_44,39863
5772,2021_IEHC_275,2020_IESC_46,61379
5773,2021_IEHC_275,2015_UKSC_54,5067
5774,2021_IEHC_275,2019_IEHC_489,33643
5775,2021_IEHC_275,2010_IESC_3,59751
5776,2021_IEHC_275,2002_IESC_44,27593
5777,2021_IEHC_275,2017_IEHC_570,61007
5792,2021_IEHC_276,2021_IEHC_275,22730
5793,2021_IEHC_276,2020_IESC_44,39863
5794,2021_IEHC_276,2020_IESC_46,61379
5795,2021_IEHC_276,2015_UKSC_54,5067
5796,2021_IEHC_276,2019_IEHC_489,33643
5797,2021_IEHC_276,2010_IESC_3,59751
5798,2021_IEHC_276,2002_IESC_44,27593
5799,2021_IEHC_276,2017_IEHC_570,61007
5808,2021_IEHC_289,2005_IEHC_116,47501
5810,2021_IEHC_292,2008_IESC_52,30500
5811,2021_IEHC_292,2009_IESC_48,56195
5812,2021_IEHC_292,2012_IESC_37,7754
5813,2021_IEHC_292,2020_IEHC_84,31535
5814,2021_IEHC_292,2021_IECA_37,9807
5815,2021_IEHC_292,2007_IEHC_15,14681
5816,2021_IEHC_292,2008_IESC_3,36703
5817,2021_IEHC_292,2012_IESC_16,48742
5818,2021_IEHC_292,2006_IESC_45,63862
5828,2021_IEHC_294,2020_IESC_59,35075
5830,2021_IEHC_302,2021_IEHC_275,22730
5832,2021_IEHC_305,2018_IESC_8,3704
5834,2021_IEHC_313,2021_IEHC_32,51822
5835,2021_IEHC_313,2006_IEHC_250,2027
5838,2021_IEHC_316,2020_IESC_12,47068
5839,2021_IEHC_316,2016_ISEC_17,31261
5842,2021_IEHC_330,2008_IESC_9,34716
5843,2021_IEHC_330,2021_IECA_21,37496
5844,2021_IEHC_330,2020_IESC_49,4318
5848,2021_IEHC_374,2020_IEHC_618,59
5850,2021_IEHC_375,2011_IESC_1,39595
5851,2021_IEHC_375,2015_IESC_55,21525
5852,2021_IEHC_375,2016_IEHC_82,61661
5853,2021_IEHC_375,2016_IEHC_81,40522
5858,2021_IEHC_385,2021_IESC_24,34021
5859,2021_IEHC_385,2019_IECA_242,38458
5862,2021_IEHC_404,2020_IESC_12,47068
5864,2021_IEHC_405,2020_IESC_59,35075
5866,2021_IEHC_413,2018_IESC_8,3704
5867,2021_IEHC_413,2020_IESC_12,47068
5870,2021_IEHC_414,2019_IESC_30,53220
5871,2021_IEHC_414,2013_ISEC_24,60941
5872,2021_IEHC_414,2006_IESC_23,28104
5873,2021_IEHC_414,2007_IESC_21,48397
5878,2021_IEHC_426,2008_IEHC_443,31700
5880,2021_IEHC_438,2016_IECA_217,29896
5881,2021_IEHC_438,2009_IEHC_268,13785
5882,2021_IEHC_438,2010_IEHC_362,39467
5883,2021_IEHC_438,2013_IEHC_282,5568
5884,2021_IEHC_438,2015_IEHC_227,5847
5885,2021_IEHC_438,2021_IEHC_32,51822
5892,2021_IEHC_439,2009_IEHC_279,5259
5893,2021_IEHC_439,2018_IEHC_641,13318
5894,2021_IEHC_439,2021_IEHC_402,19071
5895,2021_IEHC_439,2017_IEHC_800,54082
5896,2021_IEHC_439,2015_IEHC_681,46275
5902,2021_IEHC_441,2020_IESC_59,35075
5904,2021_IEHC_445,2020_IESC_12,47068
5906,2021_IEHC_460,2015_ECHR_77,51743
5908,2021_IEHC_461,2021_IEHC_162,24519
5909,2021_IEHC_461,2015_IEHC_310,42296
5910,2021_IEHC_461,2020_IESC_12,47068
5914,2021_IEHC_494,2017_IEHC_527,13788
5915,2021_IEHC_494,2019_IEHC_412,16720
5916,2021_IEHC_494,2019_IEHC_411,21288
5917,2021_IEHC_494,2001_IESC_16,7192
5918,2021_IEHC_494,1991_ILRM_465,48582
5919,2021_IEHC_494,2017_IESC_35,13097
5920,2021_IEHC_494,2009_IEHC_279,5259
5921,2021_IEHC_494,1986_ILRM_593,10700
5922,2021_IEHC_494,2008_IEHC_306,37549
5932,2021_IEHC_496,2017_IEHC_527,13788
5933,2021_IEHC_496,2019_IEHC_412,16720
5934,2021_IEHC_496,2019_IEHC_411,21288
5935,2021_IEHC_496,2001_IESC_16,7192
5936,2021_IEHC_496,1991_ILRM_465,48582
5937,2021_IEHC_496,2017_IESC_35,13097
5938,2021_IEHC_496,2009_IEHC_279,5259
5939,2021_IEHC_496,1986_ILRM_593,10700
5940,2021_IEHC_496,2008_IEHC_306,37549
5950,2021_IEHC_508,2021_IEHC_196,56582
5951,2021_IEHC_508,2008_IESC_52,30500
5954,2021_IEHC_510,2010_IEHC_207,53871
5955,2021_IEHC_510,2012_IEHC_434,41027
5956,2021_IEHC_510,2017_IESC_26,40084
5957,2021_IEHC_510,2015_IEHC_664,30833
5958,2021_IEHC_510,2020_IESC_12,47068
5964,2021_IEHC_519,2021_IEHC_438,45878
5965,2021_IEHC_519,2020_IECA_183,23385
5968,2021_IEHC_521,2015_IESC_104,51336
5969,2021_IEHC_521,2018_IESC_31,23140
5970,2021_IEHC_521,2017_IESC_61,34935
5971,2021_IEHC_521,2020_IESC_55,46568
5972,2021_IEHC_521,2021_IEHC_439,55824
5973,2021_IEHC_521,2021_IECA_99,1710
5980,2021_IEHC_537,2019_IEHC_379,65463
5982,2021_IEHC_547,2017_IESC_26,40084
5984,2021_IEHC_572,2018_IESC_69,50159
5985,2021_IEHC_572,2002_IESC_73,7979
5988,2021_IEHC_580,2010_IESC_16,52249
5990,2021_IEHC_581,2020_IESC_59,35075
5992,2021_IEHC_582,2009_IESC_48,56195
5994,2021_IEHC_584,2020_IESC_12,47068
5996,2021_IEHC_585,2011_IESC_2,18400
5997,2021_IEHC_585,2016_IEHC_737,12676
5998,2021_IEHC_585,2019_IEHC_489,33643
5999,2021_IEHC_585,2010_IESC_3,59751
6000,2021_IEHC_585,2002_IESC_44,27593
6001,2021_IEHC_585,2017_IEHC_13,25860
6002,2021_IEHC_585,2021_IEHC_43,64469
6003,2021_IEHC_585,2021_IEHC_430,10808
6004,2021_IEHC_585,2017_IESC_61,34935
6014,2021_IEHC_586,2019_IEHC_21,45705
6015,2021_IEHC_586,2017_IEHC_13,25860
6016,2021_IEHC_586,2011_IESC_2,18400
6017,2021_IEHC_586,2016_IEHC_737,12676
6018,2021_IEHC_586,2019_IEHC_489,33643
6019,2021_IEHC_586,2010_IESC_3,59751
6020,2021_IEHC_586,2002_IESC_44,27593
6021,2021_IEHC_586,2021_IEHC_40,46110
6022,2021_IEHC_586,2021_IEHC_43,64469
6023,2021_IEHC_586,2021_IEHC_430,10808
6024,2021_IEHC_586,2017_IESC_61,34935
6036,2021_IEHC_588,2016_IEHC_737,12676
6037,2021_IEHC_588,2019_IEHC_489,33643
6038,2021_IEHC_588,2010_IESC_3,59751
6039,2021_IEHC_588,2002_IESC_44,27593
6040,2021_IEHC_588,2020_IEHC_560,26555
6041,2021_IEHC_588,2018_IESC_31,23140
6042,2021_IEHC_588,2012_IESC_59,8889
6043,2021_IEHC_588,2017_IESC_61,34935
6052,2021_IEHC_589,2021_IEHC_302,18343
6053,2021_IEHC_589,2017_IEHC_745,1925
6056,2021_IEHC_590,2009_IESC_48,56195
6058,2021_IEHC_631,2011_IEHC_169,44804
6059,2021_IEHC_631,2017_IESC_26,40084
6062,2021_IEHC_840,2015_IEHC_69,34195
6063,2021_IEHC_840,2020_IESC_40,17871
6066,2021_IESC_14,2019_IEHC_65,63195
6067,2021_IESC_14,2020_IESC_70,15205
6068,2021_IESC_14,2020_IESC_52,49291
6072,2021_IESC_27,2020_IEHC_389,5263
6073,2021_IESC_27,2020_IESC_12,47068
6074,2021_IESC_27,2016_IESC_17,38243
6075,2021_IESC_27,2019_IESC_31,13950
6080,2021_IESC_32,2021_IESC_000,63112
6081,2021_IESC_32,2020_IEHC_360,63038
6082,2021_IESC_32,2015_IESC_26,45481
6083,2021_IESC_32,2020_IESC_70,15205
6084,2021_IESC_32,2015_IESC_64,55404
6085,2021_IESC_32,2020_IESC_78,41722
6086,2021_IESC_32,2008_UKHL_41,30767
6087,2021_IESC_32,2015_lESC_64,6872
6088,2021_IESC_32,2020_IESC_55,46568
6089,2021_IESC_32,2011_IEHC_481,3298
6090,2021_IESC_32,2016_IEHC_600,61595
6091,2021_IESC_32,2008_IEHC_361,46287
6092,2021_IESC_32,2009_IEHC_354,5107
6093,2021_IESC_32,2015_IESC_63,42884
6108,2021_IESC_61,2020_IECA_141,43478
6109,2021_IESC_61,2005_IESC_33,53978
6110,2021_IESC_61,2009_IESC_81,43745
6111,2021_IESC_61,2019_NICA_38,57604
6112,2021_IESC_61,2011_UKSC_20,30396
6113,2021_IESC_61,2016_EWHC_2034,33726
6114,2021_IESC_61,2019_UKSC_7,38670
6115,2021_IESC_61,2020_IESC_49,4318
6116,2021_IESC_61,2017_IESC_35,13097
6117,2021_IESC_61,2014_IESC_17,44504
6118,2021_IESC_61,2001_ECHR_327,9275
6119,2021_IESC_61,2019_ECHR_286,32164
6120,2021_IESC_61,2020_NICA_26,59513
6134,2022_IECA_108,2002_IECA_98,43791
6135,2022_IECA_108,2022_IESC_2,24917
6142,2022_IECA_141,2019_IEHC_21,45705
6143,2022_IECA_141,2020_IESC_10,21093
6144,2022_IECA_141,2018_IESC_16,27474
6145,2022_IECA_141,2020_IESC_11,36173
6146,2022_IECA_141,2019_IESC_59,14746
6147,2022_IECA_141,2017_IEHC_409,11411
6148,2022_IECA_141,2018_IESC_61,21818
6149,2022_IECA_141,2011_IESC_23,2267
6150,2022_IECA_141,2015_IEHC_528,29060
6151,2022_IECA_141,2016_IEHC_424,11207
6152,2022_IECA_141,2018_IEHC_410,44057
6153,2022_IECA_141,2019_IEHC_319,27827
6154,2022_IECA_141,2019_IEHC_573,31695
6155,2022_IECA_141,2019_IEHC_489,33643
6156,2022_IECA_141,2016_IEHC_316,21427
6157,2022_IECA_141,2019_IEHC_560,34192
6158,2022_IECA_141,2015_IESC_26,45481
6159,2022_IECA_141,2017_IESC_61,34935
6160,2022_IECA_141,2002_IESC_44,27593
6161,2022_IECA_141,2010_IESC_3,59751
6202,2022_IECA_89,2019_IEHC_470,51923
6203,2022_IECA_89,2020_IECA_7,3431
6204,2022_IECA_89,2013_IESC_49,29269
6205,2022_IECA_89,2017_IESC_75,17326
6206,2022_IECA_89,2016_IEHC_47,6311
6207,2022_IECA_89,2015_IEHC_201,13957
6208,2022_IECA_89,2018_IECA_76,60764
6209,2022_IECA_89,2016_IEHC_811,5584
6210,2022_IECA_89,2016_IEHC_762,47399
6211,2022_IECA_89,2019_IECA_219,10036
6212,2022_IECA_89,2014_IEHC_624,16576
6213,2022_IECA_89,2017_IEHC_215,10018
6214,2022_IECA_89,2019_IESC_75,5723
6215,2022_IECA_89,2020_IESC_27,39757
6216,2022_IECA_89,2010_IESC_3,59751
6217,2022_IECA_89,2020_IECA_246,19745
6218,2022_IECA_89,2020_IECA_184,11579
6219,2022_IECA_89,2016_IECA_217,29896
6256,2022_IEHC_143,2021_IESC_46,7468
6259,2022_IEHC_159,2015_IESC_49,62582
6260,2022_IEHC_159,2014_IESC_34,42311
6261,2022_IEHC_159,2008_IESC_53,40702
6262,2022_IEHC_159,2019_IEHC_251,9632
6263,2022_IEHC_159,2012_IEHC_315,52255
6264,2022_IEHC_159,2009_IESC_83,12950
6265,2022_IEHC_159,2004_IESC_1,59787
6266,2022_IEHC_159,2020_IECA_159,61038
6267,2022_IEHC_159,2005_IESC_13,30042
6268,2022_IEHC_159,2005_IEHC_292,10557
6269,2022_IEHC_159,2012_IEHC_180,64804
6292,2022_IEHC_182,2019_IEHC_489,33643
6293,2022_IEHC_182,2010_IESC_3,59751
6294,2022_IEHC_182,2002_IESC_44,27593
6295,2022_IEHC_182,2015_IEHC_222,40948
6296,2022_IEHC_182,2021_IEHC_82,9000
6297,2022_IEHC_182,2017_IEHC_127,65136
6310,2022_IEHC_193,2022_IEHC_200,39160
6313,2022_IEHC_194,2015_IESC_49,62582
6314,2022_IEHC_194,2014_IESC_34,42311
6315,2022_IEHC_194,2008_IESC_53,40702
6316,2022_IEHC_194,2019_IEHC_251,9632
6317,2022_IEHC_194,2012_IEHC_315,52255
6318,2022_IEHC_194,2009_IESC_83,12950
6331,2022_IEHC_198,2022_IECA_7,6717
6332,2022_IEHC_198,2021_IEHC_717,5994
6333,2022_IEHC_198,2015_IEHC_481,8464
6334,2022_IEHC_198,2021_IECA_293,22075
6335,2022_IEHC_198,2020_IESC_46,61379
6336,2022_IEHC_198,2020_IESC_48,35605
6337,2022_IEHC_198,2018_IECA_102,19934
6338,2022_IEHC_198,2019_IESC_8,38551
6339,2022_IEHC_198,2015_IESC_73,5468
6340,2022_IEHC_198,2017_IEHC_719,57425
6341,2022_IEHC_198,2021_IEHC_40,46110
6342,2022_IEHC_198,2015_IECA_127,21226
6367,2022_IEHC_211,2016_IECA_273,4487
6368,2022_IEHC_211,2022_IEHC_17,41641
