Neutral Citation,Instrument,Statue,Year,Detail,Instrument Link,Instrument ID,Statue ID
2022_IEHC_12,Credit Institutions (Stabilisation) Act 2010,Credit Institutions Act,2010,Stabilisation,,15474,33349
2022_IEHC_12,Irish Bank Resolution Corporation Act,Irish Bank Resolution Corporation Act,,,,46349,17110
2022_IEHC_12,Statute of Limitations Act,Statute of Limitations Act,,,,30573,54104
2022_IEHC_120,Conveyancing Act,Conveyancing Act,,,,57113,9593
2022_IEHC_121,Criminal Procedure Act 1993,Criminal Procedure Act,1993,,https://www.irishstatutebook.ie/1993/en/act/pub/0040/index.html?q=Criminal+Procedure+Act&years=1993,60586,20498
2022_IEHC_122,Family Home Protection Act,Family Home Protection Act,,,,19440,20653
2022_IEHC_123,Statute of Limitations Act,Statute of Limitations Act,,,,30573,54104
2022_IEHC_128,Civil Law (Miscellaneous Provisions) Act 2008,Civil Law Act,2008,Miscellaneous Provisions,,41973,25393
2022_IEHC_132,Civil Liability and Courts Act 2004,Civil Liability and Courts Act,2004,,https://www.irishstatutebook.ie/2004/en/si/0544.html?q=Civil+Liability+and+Courts+Act&years=2004,48370,36795
2022_IEHC_132,Legal Services Regulation Act 2015,Legal Services Regulation Act,2015,,,31429,24489
2022_IEHC_132,Statute of Limitations Act 1957,Statute of Limitations Act,1957,,,31257,54104
2022_IEHC_133,Financial Services and Pensions Ombudsman Act 2017,Financial Services and Pensions Ombudsman Act,2017,,https://www.irishstatutebook.ie/2017/en/si/0524.html?q=Financial+Services+and+Pensions+Ombudsman+Act&years=2017,7919,42191
2022_IEHC_133,Legal Services Regulation Act 2015,Legal Services Regulation Act,2015,,,31429,24489
2022_IEHC_134,Legal Services Regulation Act 2015,Legal Services Regulation Act,2015,,,31429,24489
2022_IEHC_135,Defamation Act 2009,Defamation Act,2009,,,59303,40432
2022_IEHC_135,Defamation Act 2013,Defamation Act,2013,,,45090,40432
2022_IEHC_138,Human Rights Act 2003,Human Rights Act,2003,,https://www.irishstatutebook.ie/2003/en/si/0483.html?q=Human+Rights+Act&years=2003,29332,57385
2022_IEHC_138,International Protection Act,International Protection Act,,,,24209,20390
2022_IEHC_139,Occupiers Liability Act,Occupiers Liability Act,,,,32339,62128
2022_IEHC_14,Succession Act,Succession Act,,,,30422,2699
2022_IEHC_143,Criminal Law (Extraterritorial Jurisdiction) Act 2019,Criminal Law Act,2019,Extraterritorial Jurisdiction,,29969,29070
2022_IEHC_143,Criminal Law (Jurisdiction) Act 1976,Criminal Law Act,1976,Jurisdiction,,23994,29070
2022_IEHC_143,Criminal Law (Rape) (Amendment) Act 1990,Criminal Law Act,1990,"Rape,Amendment",,40761,29070
2022_IEHC_143,European Arrest Warrant Act 2003,European Arrest Warrant Act,2003,,,15140,984
2022_IEHC_143,Person Act 1997,Person Act,1997,,,12669,10370
2022_IEHC_144,Criminal Justice (Terrorist Offences) Act 2005,Criminal Justice Act,2005,Terrorist Offences,https://www.irishstatutebook.ie/2005/en/si/0416.html?q=Criminal+Justice+Terrorist+Offences+Act&years=2005,48537,64073
2022_IEHC_144,Criminal Law (Jurisdiction) Act,Criminal Law Act,,Jurisdiction,,62708,29070
2022_IEHC_144,European Arrest Warrant Act 2003,European Arrest Warrant Act,2003,,,15140,984
2022_IEHC_144,Firearms Act 1964,Firearms Act,1964,,,1214,36136
2022_IEHC_144,Offences Against the State (Amendment) Act 1998,Offences Against the State Act,1998,Amendment,https://www.irishstatutebook.ie/1998/en/act/pub/0039/index.html?q=Offences+Against+the+State+Amendment+Act&years=1998,55445,39324
2022_IEHC_144,Offences Against the State Act 1939,Offences Against the State Act,1939,,,38355,39324
2022_IEHC_144,Offences Against the State Act 1998,Offences Against the State Act,1998,,https://www.irishstatutebook.ie/1998/en/act/pub/0039/index.html?q=Offences+Against+the+State+Act&years=1998,58956,39324
2022_IEHC_144,Terrorism Act 2006,Terrorism Act,2006,,,34610,44499
2022_IEHC_145,European Arrest Warrant Act 2003,European Arrest Warrant Act,2003,,,15140,984
2022_IEHC_145,Road Traffic Act 2010,Road Traffic Act,2010,,https://www.irishstatutebook.ie/2010/en/si/0011.html?q=Road+Traffic+Act&years=2010,4056,26943
2022_IEHC_146,Planning and Development Act 2000,Planning and Development Act,2000,,https://www.irishstatutebook.ie/2000/en/si/0349.html?q=Planning+and+Development+Act&years=2000,53190,17780
2022_IEHC_146,Roads Act 1993,Roads Act,1993,,https://www.irishstatutebook.ie/1993/en/si/0197.html?q=Roads+Act&years=1993,28546,30406
2022_IEHC_146,Water Services Act 2007,Water Services Act,2007,,https://www.irishstatutebook.ie/2007/en/si/0846.html?q=Water+Services+Act&years=2007,30017,22619
2022_IEHC_148,Environment (Miscellaneous Provisions) Act 2011,Environment Act,2011,Miscellaneous Provisions,https://www.irishstatutebook.ie/2011/en/si/0433.html?q=Environment+Miscellaneous+Provisions+Act&years=2011,28974,42198
2022_IEHC_148,Local Government (Planning and Development) Act 1963,Local Government Act,1963,Planning and Development,,56667,32734
2022_IEHC_148,Planning and Development Act 2000,Planning and Development Act,2000,,https://www.irishstatutebook.ie/2000/en/si/0349.html?q=Planning+and+Development+Act&years=2000,53190,17780
2022_IEHC_149,Child Care Act 2001,Child Care Act,2001,,,18826,31403
2022_IEHC_149,Children Act 2001,Children Act,2001,,https://www.irishstatutebook.ie/2001/en/act/pub/0024/index.html?q=Children+Act&years=2001,6020,32894
2022_IEHC_149,Criminal Justice (Public Order) Act,Criminal Justice Act,,Public Order,,47692,64073
2022_IEHC_149,Criminal Justice (Spent Convictions and Certain Disclosures) Act,Criminal Justice Act,,Spent Convictions and Certain Disclosures,,53421,64073
2022_IEHC_149,Criminal Justice Act 2006,Criminal Justice Act,2006,,https://www.irishstatutebook.ie/2006/en/si/0047.html?q=Criminal+Justice+Act&years=2006,38216,64073
2022_IEHC_149,Interpretation Act,Interpretation Act,,,,21042,15307
2022_IEHC_149,Prosecution of Criminal Offences Act 1974,Prosecution of Criminal Offences Act,1974,,,1491,39264
2022_IEHC_15,Land and Conveyancing Law Reform Act,Land and Conveyancing Law Reform Act,,,,36352,6692
2022_IEHC_15,Personal Insolvency Act,Personal Insolvency Act,,,,52185,20635
2022_IEHC_151,Land and Conveyancing Law Reform Act 2009,Land and Conveyancing Law Reform Act,2009,,https://www.irishstatutebook.ie/2009/en/si/0356.html?q=Land+and+Conveyancing+Law+Reform+Act&years=2009,24550,6692
2022_IEHC_153,Civil Service Regulation Act,Civil Service Regulation Act,,,,12200,50342
2022_IEHC_153,Legal Services Regulation Act,Legal Services Regulation Act,,,,54211,24489
2022_IEHC_153,Protected Disclosures Act,Protected Disclosures Act,,,,52326,30033
2022_IEHC_153,Unfair Dismissals Act,Unfair Dismissals Act,,,,27892,22267
2022_IEHC_154,Larceny Act 1916,Larceny Act,1916,,https://www.irishstatutebook.ie/1916/en/act/pub/0050/index.html?q=Larceny+Act&years=1916,37940,56109
2022_IEHC_155,International Protection Act 2015,International Protection Act,2015,,https://www.irishstatutebook.ie/2015/en/act/pub/0066/index.html?q=International+Protection+Act&years=2015,28527,20390
2022_IEHC_155,Refugee Act 1996,Refugee Act,1996,,,8338,38594
2022_IEHC_157,Bankruptcy Act 1988,Bankruptcy Act,1988,,https://www.irishstatutebook.ie/1988/en/si/0348.html?q=Bankruptcy+Act&years=1988,59490,12367
2022_IEHC_157,Companies Act 2014,Companies Act,2014,,,19110,2538
2022_IEHC_158,Companies Act 2014,Companies Act,2014,,,19110,2538
2022_IEHC_158,Finance Act 2017,Finance Act,2017,,https://www.irishstatutebook.ie/2017/en/si/0037.html?q=Finance+Act&years=2017,23687,27835
2022_IEHC_158,Taxes Consolidation Act,Taxes Consolidation Act,,,,55572,972
2022_IEHC_159,Criminal Justice (Terrorist Offences) Act 2005,Criminal Justice Act,2005,Terrorist Offences,https://www.irishstatutebook.ie/2005/en/si/0416.html?q=Criminal+Justice+Terrorist+Offences+Act&years=2005,48537,64073
2022_IEHC_159,Criminal Justice Act,Criminal Justice Act,,,,22099,64073
2022_IEHC_159,Criminal Law (Suicide) Act,Criminal Law Act,,Suicide,,33819,29070
2022_IEHC_159,Criminal Law Act,Criminal Law Act,,,,34316,29070
2022_IEHC_159,Criminal Law Act 1967,Criminal Law Act,1967,,,27546,29070
2022_IEHC_159,European Arrest Warrant Act,European Arrest Warrant Act,,,,7740,984
2022_IEHC_159,Extradition Act 1965,Extradition Act,1965,,https://www.irishstatutebook.ie/1965/en/si/0161.html?q=Extradition+Act&years=1965,24348,44883
2022_IEHC_16,Environment (Miscellaneous Provisions) Act 2011,Environment Act,2011,Miscellaneous Provisions,https://www.irishstatutebook.ie/2011/en/si/0433.html?q=Environment+Miscellaneous+Provisions+Act&years=2011,28974,42198
2022_IEHC_160,Conveyancing and Law of Property Act 1881,Conveyancing and Law of Property Act,1881,,,33751,34768
2022_IEHC_160,Data Protection Act 1988,Data Protection Act,1988,,,54911,7387
2022_IEHC_160,Human Rights Act 2003,Human Rights Act,2003,,https://www.irishstatutebook.ie/2003/en/si/0483.html?q=Human+Rights+Act&years=2003,29332,57385
2022_IEHC_160,Registration of Title Act 1964,Registration of Title Act,1964,,,62140,63903
2022_IEHC_161,Companies Act 1963,Companies Act,1963,,,58329,2538
2022_IEHC_161,Companies Act 2014,Companies Act,2014,,,19110,2538
2022_IEHC_161,Taxes Consolidation Act,Taxes Consolidation Act,,,,55572,972
2022_IEHC_162,Criminal Justice (Terrorist Offences) Act 2005,Criminal Justice Act,2005,Terrorist Offences,https://www.irishstatutebook.ie/2005/en/si/0416.html?q=Criminal+Justice+Terrorist+Offences+Act&years=2005,48537,64073
2022_IEHC_162,Criminal Law (Suicide) Act,Criminal Law Act,,Suicide,,33819,29070
2022_IEHC_162,Criminal Law Act,Criminal Law Act,,,,34316,29070
2022_IEHC_162,Criminal Law Act 1967,Criminal Law Act,1967,,,27546,29070
2022_IEHC_162,European Arrest Warrant Act,European Arrest Warrant Act,,,,7740,984
2022_IEHC_162,Extradition Act 1965,Extradition Act,1965,,https://www.irishstatutebook.ie/1965/en/si/0161.html?q=Extradition+Act&years=1965,24348,44883
2022_IEHC_162,Criminal Law Act 1967,Criminal Law Act,1967,,,27546,29070
2022_IEHC_162,UK Criminal Law Act,UK Criminal Law Act,,,,47134,48720
2022_IEHC_163,International Protection Act 2015,International Protection Act,2015,,https://www.irishstatutebook.ie/2015/en/act/pub/0066/index.html?q=International+Protection+Act&years=2015,28527,20390
2022_IEHC_164,International Protection Act 2015,International Protection Act,2015,,https://www.irishstatutebook.ie/2015/en/act/pub/0066/index.html?q=International+Protection+Act&years=2015,28527,20390
2022_IEHC_165,Companies Act,Companies Act,,,,7487,2538
2022_IEHC_166,Civil Legal Aid Act,Civil Legal Aid Act,,,,12789,46505
2022_IEHC_167,Civil Liability Act 1961,Civil Liability Act,1961,,,1428,50064
2022_IEHC_167,Common Law Procedure Amendment Act,Common Law Procedure Amendment Act,,,,5252,48537
2022_IEHC_167,Proceeds of Crime Act,Proceeds of Crime Act,,,,8338,32674
2022_IEHC_168,Bankers Books Evidence Act,Bankers Books Evidence Act,,,,63219,18571
2022_IEHC_168,Central Bank Act 1989,Central Bank Act,1989,,,48757,18107
2022_IEHC_168,Central Bank Act 1997,Central Bank Act,1997,,,10089,18107
2022_IEHC_168,Consumer Credit Act,Consumer Credit Act,,,,31048,31378
2022_IEHC_168,Consumer Protection Act,Consumer Protection Act,,,,21823,35372
2022_IEHC_17,Stamp Duties Consolidation Act,Stamp Duties Consolidation Act,,,,62398,20010
2022_IEHC_170,FOI Act,FOI Act,,,,60766,19723
2022_IEHC_170,Freedom of Information Act 1997,Freedom of Information Act,1997,,,921,12609
2022_IEHC_174,Legal Services Regulation Act 2015,Legal Services Regulation Act,2015,,,31429,24489
2022_IEHC_174,Mediation Act 2017,Mediation Act,2017,,,62822,57256
2022_IEHC_175,Building Control Act 1990,Building Control Act,1990,,https://www.irishstatutebook.ie/1990/en/act/pub/0003/index.html?q=Building+Control+Act&years=1990,42696,12364
2022_IEHC_175,Companies Act 1963,Companies Act,1963,,,58329,2538
2022_IEHC_175,Courts of Justice Act 1936,Courts of Justice Act,1936,,,47653,26565
2022_IEHC_175,Mediation Act 2017,Mediation Act,2017,,,62822,57256
2022_IEHC_175,Multi-Unit Development Act,Multi-Unit Development Act,,,,52089,46831
2022_IEHC_175,Statute of Limitations Act,Statute of Limitations Act,,,,30573,54104
2022_IEHC_176,Courts of Justice Act 1924,Courts of Justice Act,1924,,,29525,26565
2022_IEHC_176,Road Traffic Act 2010,Road Traffic Act,2010,,https://www.irishstatutebook.ie/2010/en/si/0011.html?q=Road+Traffic+Act&years=2010,4056,26943
2022_IEHC_177,Local Government (Planning and Development) Act 1963,Local Government Act,1963,Planning and Development,,56667,32734
2022_IEHC_177,Planning and Development Act 2000,Planning and Development Act,2000,,https://www.irishstatutebook.ie/2000/en/si/0349.html?q=Planning+and+Development+Act&years=2000,53190,17780
2022_IEHC_178,Health Act 1947,Health Act,1947,,https://www.irishstatutebook.ie/1947/en/si/0342.html?q=Health+Act&years=1947,25,4333
2022_IEHC_178,Marine Insurance Act,Marine Insurance Act,,,,40715,47260
2022_IEHC_18,Planning and Development Act 2000,Planning and Development Act,2000,,https://www.irishstatutebook.ie/2000/en/si/0349.html?q=Planning+and+Development+Act&years=2000,53190,17780
2022_IEHC_180,Constitution Act 1999,Constitution Act,1999,,https://www.irishstatutebook.ie/1999/en/act/cam/0020/index.html?q=Constitution+Act&years=1999,8810,35839
2022_IEHC_180,Interpretation Act 2005,Interpretation Act,2005,,https://www.irishstatutebook.ie/2005/en/act/pub/0023/index.html?q=Interpretation+Act&years=2005,63146,15307
2022_IEHC_180,Local Government (Charges) Act 2009,Local Government Act,2009,Charges,,64464,32734
2022_IEHC_180,Local Government (Household Charge) Act 2011,Local Government Act,2011,Household Charge,https://www.irishstatutebook.ie/2011/en/act/pub/0036/index.html?q=Local+Government+Household+Charge+Act&years=2011,39806,32734
2022_IEHC_180,Multi-Unit Development Act,Multi-Unit Development Act,,,,52089,46831
2022_IEHC_180,Personal Insolvency Act 2012,Personal Insolvency Act,2012,,https://www.irishstatutebook.ie/2012/en/act/pub/0044/index.html?q=Personal+Insolvency+Act&years=2012,44336,20635
2022_IEHC_180,Planning and Development Act 2000,Planning and Development Act,2000,,https://www.irishstatutebook.ie/2000/en/si/0349.html?q=Planning+and+Development+Act&years=2000,53190,17780
2022_IEHC_180,Proceeds of Crime Act 1996,Proceeds of Crime Act,1996,,,30455,32674
2022_IEHC_180,Social Welfare (Consolidation) Act 2005,Social Welfare Act,2005,Consolidation,,57214,52956
2022_IEHC_181,Civil Liability (Amendment) Act 1964,Civil Liability Act,1964,Amendment,,31540,50064
2022_IEHC_181,Social Welfare (Consolidation) Act 2005,Social Welfare Act,2005,Consolidation,,57214,52956
2022_IEHC_181,Social Welfare Pensions Act 2013,Social Welfare Pensions Act,2013,,https://www.irishstatutebook.ie/2013/en/si/0129.html?q=Social+Welfare+Pensions+Act&years=2013,56016,33031
2022_IEHC_182,Child Trafficking and Pornography Act 1998,Child Trafficking and Pornography Act,1998,,https://www.irishstatutebook.ie/1998/en/act/pub/0022/index.html?q=Child+Trafficking+and+Pornography+Act&years=1998,62098,55367
2022_IEHC_182,Criminal Law (Human Trafficking) Act 2008,Criminal Law Act,2008,Human Trafficking,,24522,29070
2022_IEHC_182,Immigration Act 1999,Immigration Act,1999,,,62928,38538
2022_IEHC_182,International Protection Act,International Protection Act,,,,24209,20390
2022_IEHC_183,Garda Siochana Act 2005,Garda Siochana Act,2005,,,22516,56659
2022_IEHC_184,Legal Services Regulation Act 2015,Legal Services Regulation Act,2015,,,31429,24489
2022_IEHC_188,Industrial Relations Act 1946,Industrial Relations Act,1946,,https://www.irishstatutebook.ie/1946/en/si/0304.html?q=Industrial+Relations+Act&years=1946,59539,36204
2022_IEHC_188,Unfair Dismissals Act 1977,Unfair Dismissals Act,1977,,https://www.irishstatutebook.ie/1977/en/si/0138.html?q=Unfair+Dismissals+Act&years=1977,7434,22267
2022_IEHC_188,Workplace Relations Act 2015,Workplace Relations Act,2015,,,997,34589
2022_IEHC_189,Competition Act,Competition Act,,,,26014,48252
2022_IEHC_19,Housing Act 1966,Housing Act,1966,,,12840,47287
2022_IEHC_19,Occupiers Liability Act 1995,Occupiers Liability Act,1995,,,52110,62128
2022_IEHC_190,Bankers Books Evidence Act 1879,Bankers Books Evidence Act,1879,,https://www.irishstatutebook.ie/1879/en/act/pub/0011/index.html?q=Bankers+Books+Evidence+Act&years=1879,29149,18571
2022_IEHC_190,Conveyancing and Law of Property Act 1881,Conveyancing and Law of Property Act,1881,,,33751,34768
2022_IEHC_190,Courts Act 1936,Courts Act,1936,,https://www.irishstatutebook.ie/1936/en/si/0380.html?q=Courts+Act&years=1936,52798,51915
2022_IEHC_190,Criminal Justice (Theft and Fraud Offences) Act 2001,Criminal Justice Act,2001,Theft and Fraud Offences,,40494,64073
2022_IEHC_190,Human Rights Act 1998,Human Rights Act,1998,,,384,57385
2022_IEHC_190,Land and Conveyancing Law Reform Act 2009,Land and Conveyancing Law Reform Act,2009,,https://www.irishstatutebook.ie/2009/en/si/0356.html?q=Land+and+Conveyancing+Law+Reform+Act&years=2009,24550,6692
2022_IEHC_190,Land and Conveyancing Law Reform Act 2013,Land and Conveyancing Law Reform Act,2013,,,35147,6692
2022_IEHC_190,Registration of Title Act 1964,Registration of Title Act,1964,,,62140,63903
2022_IEHC_191,Criminal Justice (Miscellaneous Provisions) Act 2009,Criminal Justice Act,2009,Miscellaneous Provisions,https://www.irishstatutebook.ie/2009/en/si/0293.html?q=Criminal+Justice+Miscellaneous+Provisions+Act&years=2009,49055,64073
2022_IEHC_191,European Arrest Warrant Act 2003,European Arrest Warrant Act,2003,,,15140,984
2022_IEHC_192,European Arrest Warrant Act 2003,European Arrest Warrant Act,2003,,,15140,984
2022_IEHC_193,Offences Against the Person Act 1997,Offences Against the Person Act,1997,,,47878,48491
2022_IEHC_193,Criminal Justice (Public Order) Act,Criminal Justice Act,,Public Order,,47692,64073
2022_IEHC_193,European Arrest Warrant Act,European Arrest Warrant Act,,,,7740,984
2022_IEHC_194,Criminal Damage Act 1991,Criminal Damage Act,1991,,,46159,48846
2022_IEHC_194,Criminal Justice (Theft and Fraud Offences) Act 2001,Criminal Justice Act,2001,Theft and Fraud Offences,,40494,64073
2022_IEHC_194,European Arrest Warrant Act,European Arrest Warrant Act,,,,7740,984
2022_IEHC_196,Courts of Justice Act 1924,Courts of Justice Act,1924,,,29525,26565
